;Nama;Spesialisasi;Fakultas;Link Scholar
879;Elisa., Dra., M.Si ;;FKIP;https://scholar.google.co.id/citations?hl=en&user=9NVpa7wAAAAJ&view_op=list_works
880;Fajriani., S.Pd., M.Ed ;Konseling, Anak Berkebutuhan Khusus;FKIP;https://scholar.google.co.id/citations?user=n3ZWB0kAAAAJ&hl=en
881;Latifah Hanum., Dra., M.Si. ;;FKIP;https://scholar.google.co.id/citations?user=ekQPA8SIVakC&hl=id
882;Martunis., Drs., M.Si ;Pendidikan, konseling, komunikasi dan masalah sosial;FKIP;https://scholar.google.co.id/citations?user=_xzADKAAAAAJ&hl=en
883;Muhjam Kamza., S.Pd., M.Pd. ;Pendidikan, Ilmu Sejarah, Teknologi Pendidikan;FKIP;https://scholar.google.co.id/citations?user=i7SVSWcAAAAJ
884;Musfiana., Dra., M.M. ;;FKIP;https://scholar.google.co.id/citations?user=lMg0RFwAAAAJ&hl=id
885;Ngadimin., Drs., M.Si ;Fisika ;FKIP;
886;Novia Zalmita., S.Pd., M.Pd. ;Pendidikan, Pendidikan Geografi, Sains;FKIP;https://scholar.google.co.id/citations?user=wnutovAAAAAJ&hl=en
887;Nurbaity., S.Pd., M.Ed. ;;FKIP;https://scholar.google.com/citations?hl=en&authuser=1&user=ck8vUT0AAAAJ
888;Rahmi., S.Pd.I., M.Ed. ;Early Literacy Development;FKIP;https://scholar.google.com/citations?hl=en&user=SeoiQcwAAAAJ
889;Saiful., Dr., S.Pd., M.Si. ;Pendidikan tentang Pancasila dan Kewarganegraan, Sosial, Budaya, Politik, dan Hukum;FKIP;https://scholar.google.co.id/citations?hl=en&user=nP-UI9sAAAAJ&view_op=list_works
890;Susilawati., S.Pd., M.Ed. ;Science Education, Physics Education, Curriculum Design;FKIP;https://scholar.google.co.id/citations?user=OvPlrpcAAAAJ&hl=en
891;Yeni Marlina., Dr., S.Pd, M.Pd ;;FKIP;https://scholar.google.com/citations?user=v9sq_8MAAAAJ&hl=en
892;Zulfan., Drs., M.Hum ;;FKIP;https://scholar.google.co.id/citations?user=bvA7_W4AAAAJ&hl=en
893;Cut Gina Inggriyani., drh., M.Sc ;Histologi dan Biologi Molekuler;FK;
894;Hidayaturrahmi., dr., M.Si. ;Anatomi, Histologi, Kinesiologi, Neurologi;FK;https://scholar.google.co.id/citations?user=K3ONwF0AAAAJ&hl=id
895;Maryatun., dr., M.Kes., Sp.PD ;;FK;https://scholar.google.co.id/citations?user=ENh06D4AAAAJ&hl=en
896;Julinawati., Dr., S.Si., M.Si ;Polimer, Material dan aplikasinya;FMIPA;https://scholar.google.co.id/citations?user=i_otzW4AAAAJ&hl=id
897;Mahmudi., S.Si., M.Si. ;Aljabar;FMIPA;https://scholar.google.co.id/citations?user=hCQg2tUAAAAJ
898;Susilawati., Ir., M.Si ;KIMIA fisika / Kimia Polimer;FMIPA;https://scholar.google.co.id/citations?user=2s2QaxoAAAAJ&hl=en
899;Mukhrijal., S.IP., M.IP ;Politik dan Pemerintahan;FISIP;https://scholar.google.co.id/citations?hl=id&user=UfUdYK0AAAAJ
900;Nadia Muharman., M.A. ;Komunikasi Antar Budaya, Public Relation, Periklanan, Komunikasi Masa;FISIP;https://scholar.google.com/citations?user=cJRe_GsAAAAJ&hl=en&authuser=1
901;Nofriadi., S.IP., M.IP ;Partai Politik dan Pemilu ;FISIP;https://scholar.google.co.id/citations?hl=en&user=LE17_iwAAAAJ
902;Nur Anisah., M.Si ;;FISIP;https://scholar.google.com/citations?user=icl2fSAAAAAJ&hl=id
903;Rahmat Saleh., S.Sos., M.Comn ;Komunikasi korporat, manajemen komunikasi, penyiaran, media dan PR.;FISIP;https://scholar.google.com/citations?user=5a3AHWkAAAAJ&hl=id
904;Dewi Saputri., drg., Sp.Perio ;;FKG;https://scholar.google.com/citations?user=xtDkzB8AAAAJ&hl=en
905;Fakhrurrazi., drg., M.Kes., Sp.BM ;;FKG;https://scholar.google.co.id/citations?hl=id&user=xmilnQcAAAAJ
906;Iin Sundari., drg., M.Si ;Dental Material;FKG;https://scholar.google.co.id/citations?hl=id&pli=1&user=xR6P-18AAAAJ
907;Viona Diansari., S.Si., M.Si ;;FKG;https://scholar.google.co.id/citations?user=uyJDrroAAAAJ&hl=id
908;Chaliluddin., Dr., S.Pi., M.Si. ;Perikanan tangkap;FKP;https://scholar.google.co.id/citations?user=leMcV_EAAAAJ&hl=en
909;Sri Agustina., S.Si., M.S. ;;FKP;https://scholar.google.co.id/citations?hl=en&user=fClRNpwAAAAJ
910;Syarifah Rahmawati., SE., MM ;Keuangan;FE;https://scholar.google.co.id/citations?user=w_zw6wMAAAAJ&hl=id
911;Abdul Harris., drh., M.P. ;;FKH;https://scholar.google.co.id/citations?hl=en&user=pY-CXNQAAAAJ
912;Dasrul., Dr. drh., M.Si ;;FKH;https://scholar.google.co.id/citations?hl=en&user=n84betQAAAAJ&view_op=list_works&gmla=AJsN-F47izykxnciSQIqXjfVIfNyNNn_fq003P2yRHuTz64uzvqrdw2W0uyp2wMkvq01Hqp6mfJduzfq40d2xo-_1a4CZfQ2m6fly0fdPPR29T-X1hkvRuk
913;Fadli A. Gani., Drh., M.Si ;;FKH;https://scholar.google.co.id/citations?hl=en&user=hxBOTiYAAAAJ
914;Nazaruddin., drh., M.P. ;Patologi;FKH;https://scholar.google.co.id/citations?hl=en&view_op=list_works&gmla=AJsN-F6cE4Fv2dNKIOG7zKOtm-W2Jnq9wJzlrqTyYjMcteVzRsauhXFkJB3c_6FzWs2Nr4ooxC6JZQxTmLCTTxSLnbAPeNa_1A&user=9JAjMj4AAAAJ
915;Rastina., drh., M.Si ;;FKH;https://scholar.google.com/citations?hl=en&user=DRT18asAAAAJ&view_op=list_works&gmla=AJsN-F7aJUmOFVQmQq3-SIcrCPaJa7ow9VirSfmttOrl0ysxEYIzb4k5hIGGSABSavJbMnn5XEVxVsEsjYJ41RQG9rOBQgRZTwaqJf2H9RztcSZ6i9Vp4Jg
916;Zainuddin., Drh., M.Si ;;FKH;https://scholar.google.co.id/citations?hl=en&user=qiTUkH8AAAAJ
917;Lulusi., S.T., M.Sc ;;FT;https://scholar.google.co.id/citations?hl=en&user=EWqeO8AAAAAJ
918;Asril., Ir., M.Rur.Sc ;Peternakan;FP;https://scholar.google.co.id/citations?view_op=list_works&hl=id&authuser=1&user=Yl6bbkgAAAAJ
919;Juanda., S.TP., M.Sc ;Teknologi Industri Pertanian;FP;https://scholar.google.co.id/citations?user=_oNQTF4AAAAJ&hl=en
920;Agus Wahyuni., Drs., M.Pd ;;FKIP;https://scholar.google.co.id/citations?hl=en&user=jq3qj4MAAAAJ&view_op=list_works
921;Evendi., Dr. Drs., M.Pd ;Penelitian Pendidikan;FKIP;
922;Irma Anggraini., S.Pd, M.Pd ;;FKIP;https://scholar.google.com/citations?hl=en&user=VxviNJQAAAAJ
923;Johan., Ir. Drs., S.E., M.Si ;;FKIP;https://scholar.google.co.id/citations?hl=id&user=6S62O74AAAAJ
924;Marwan AR., Drs., M.Pd ;Pendidikan dan Pembelajaran, Fisika;FKIP;https://scholar.google.co.id/citations?user=oudQAIMAAAAJ&hl=en
925;Tarmizi., Drs., M.Pd ;;FKIP;https://scholar.google.co.id/citations?user=_RPHSyAAAAAJ&hl=id
926;Bukhari., S.Si., M.T ;optoelektronika;FMIPA;https://scholar.google.com/citations?hl=en&view_op=list_works&gmla=AJsN-F6gj3hnhsieLWXCRnj8meRq8mfFZ2WxCf-M64j14jonI5eNAmVmP7dnKRqG6qQuBlFxt6wLKGwaG3qJ2eETWOJMX0yXNzLdljtIk0OTkvUeT-dqXusuYnZVRLXBkpcots2lKYRp&user=L7tMTbMAAAAJ
927;Dahlan., S.Hut., M.Si ;;FMIPA;https://scholar.google.co.id/citations?user=HczoqcMAAAAJ&hl=en
928;Ade Irma Suryani., SE., M.Si ;;FE;https://scholar.google.co.id/citations?user=2oqLlsEAAAAJ&hl=id
929;Adhisyahfitri Evalina Ikhsan., SE.Ak, M.Si ;;FE;https://scholar.google.com/citations?user=uS2CiuMAAAAJ&hl=en
930;Adnan., S.E., M.Si ;;FE;https://scholar.google.com/citations?user=MmcbMckAAAAJ&hl=en
931;Afrida., S.E, M.Ed ;;FE;https://scholar.google.co.id/citations?user=NTc42xoAAAAJ&hl=en
932;Aida Yulia., SE.Ak., M.M ;Akuntansi Keuangan;FE;https://scholar.google.com/citations?hl=en&view_op=list_works&gmla=AJsN-F7dz1_i9y56KisTr144QJwjDLC-n-JO9GFER4BVRE4XloRS60mCD-s36eeS6NQyrdCVFfeYfqa9opFiSAGwjratHVY1Lg&user=ppUkTbYAAAAJ
933;Amri., S.Si., M.Si ;;FE;https://scholar.google.co.id/citations?view_op=list_works&hl=en&user=NL_OpuMAAAAJ
934;Amri., Dr., S.E, M.Si ;;FE;https://scholar.google.co.id/citations?hl=en&user=Py2K4H8AAAAJ&view_op=list_works&sortby=pubdate
935;Bambang., S.E., M.M. ;Marketing Management;FE;https://scholar.google.com/citations?user=m22kyKkAAAAJ&hl=id
936;Bustamam., SE,M.Si ;;FE;https://scholar.google.co.id/citations?user=fbZ-Yh4AAAAJ&hl=en
937;Cut Risya Varlitya., SE., M.Si ;Ilmu Ekonomi;FE;https://scholar.google.com/citations?user=85kILe0AAAAJ&hl=en&oi=ao
938;Cut Zakia Rizki., SE., M.Si ;;FE;https://scholar.google.com/citations?user=8BRGN4gAAAAJ&hl=en
939;Darwanis., Dr., S.E., M.Si.Ak ;Akuntansi  Keuangan Pemerintah dan akuntansi manajemen;FE;https://scholar.google.co.id/citations?user=UHoTtmQAAAAJ&hl=en
940;Djuraidin Ismail., Dr., M.S ;;FE;https://scholar.google.co.id/citations?user=rGAg2KkAAAAJ&hl=id
941;Endang Surasetyo Ningsih., S.E., M.Si ;;FE;https://scholar.google.co.id/citations?user=X1gkuE8AAAAJ&hl=en
942;Evayani., S.E.Ak., M.M ;sistem informasi, keuangan mikro,UMKM;FE;https://scholar.google.com/citations?pli=1&authuser=1&user=uNvkEHUAAAAJ
943;Evi Mutia., S.E, M.Si, Ak ;Islamic accounting, Islamic Economics and Finance, Contemporary applications of Islamic commercial law, Economics of law, NonProfit Organisations and Waqf.;FE;https://scholar.google.co.id/citations?hl=id&user=iCqdLC4AAAAJ&view_op=list_works&citft=1&citft=2&email_for_op=evimutiafe%40unsyiah.ac.id&gmla=AJsN-F4bqjojwZU4OTfdkmSYg8XVQMXCQyelinrlWFSxEhyu5ozPS6D5TxYTREqsFwszI1XP6jDww87_oJGlL4xCSsbn0_fhlXulvwTgZhVUX-bo
944;Fathurrahman Anwar., SE., MBA ;Behavioral Finance, Corporate Finance, Asset Pricing, Good Governance, and Strategic Management;FE;https://scholar.google.com/citations?user=djD_LIgAAAAJ&hl=en
945;Ferayanti., S.E., M.Si. ;;FE;https://scholar.google.co.id/citations?user=z34Cgu4AAAAJ&hl=en
946;Gamal Batara., S.E., M.Ak ;Pemeriksaan Akuntansi, Sistem Informasi Akuntansi;FE;https://scholar.google.com/citations?hl=id&user=Hp_Sar4AAAAJ
947;Ikhsan., S.E., M.A. ;;FE;https://scholar.google.com/citations?user=-jm_iAcAAAAJ&hl=en
948;Indayani., SE., M.Si ;akuntansi manajemen dan akuntansi keuangan;FE;https://scholar.google.co.id/citations?user=Gecxv80AAAAJ&hl=id
949;Irham Fahmi., S.E., M.Si ;;FE;https://scholar.google.com/citations?hl=en&user=u7b07QwAAAAJ
950;Irma Suryani., SE., M.B.A ;Human Resource Management, Organizational Behavior, I/O;FE;https://scholar.google.co.id/citations?hl=en&view_op=list_works&gmla=AJsN-F7TGVUvmM9eYPGwtTbYCk8it6v0V144vnn9HLjou3MlVF7zcsLsfCO2QoDoTtXRtDVVJ-3nBaGUmA7jOm96YTncTPCDVQ&user=vXNMkUMAAAAJ
951;Islahuddin., Dr., SE.Ak., M.Ec ;Akuntansi;FE;https://scholar.google.co.id/citations?user=krVsZVQAAAAJ&hl=en&oi=ao
952;Jhon Andra Asmara., SE.Ak., M.Si ;Public Sector Accounting;FE;https://scholar.google.com/citations?user=ezE_LAIAAAAJ&hl=en
953;Khairil Umuri., S.H.I., M.Ag. ;social Sciences ;FE;https://scholar.google.com/citations?hl=en&user=H7rxuUQAAAAJ&view_op=list_works&gmla=AJsN-F4FUvJatJFxle6_uDGtQTsnFf_QpO6957H1JMAYrxYlE0-ujJouPQBpXmdsZPeCSYyNru0BUZp16iwFKBD9Ghpgqi5Jtg
954;Lilis Maryasih., SE.Ak.,M.Si ;;FE;https://scholar.google.co.id/citations?user=IZKlqkcAAAAJ&hl=en
955;M. Rizal Yahya., Drs., M.Ec ;;FE;https://scholar.google.co.id/citations?user=2bwNJssAAAAJ&hl=en&oi=ao
956;Maulana Kamal., SE.Ak., M.Si ;Management Accounting;FE;https://scholar.google.com.my/citations?user=Rbe5o-kAAAAJ&hl=en
957;Maya Febrianty Lautania., S.E, A.k.,MM, M ;;FE;https://scholar.google.co.id/citations?user=s4D57OEAAAAJ&hl=en
958;Megawati., S.E., M.M ;;FE;https://scholar.google.co.id/citations?hl=en&user=7fQinykAAAAJ
959;Miksalmina., S.E., MA.,Ph.D ;Public Policy Studies;FE;https://scholar.google.co.id/citations?hl=en&user=oqKaK3MAAAAJ
960;Muhammad Haris Riyaldi., S.Sos., I., M.S ;Ekonomi Islam/ Manajemen Zakat dan Wakaf, Ekonomi Pembangunan Islam;FE;https://scholar.google.co.id/citations?user=bK32CQYAAAAJ&hl=en
961;Mulia Saputra., Dr., SE.Ak., M.Si. ;Akuntansi;FE;https://scholar.google.com/citations?user=xJtJHpsAAAAJ&hl=en
962;Muliati Usman., Dr., SE.,MM ;Human Resource Management;FE;https://scholar.google.com/citations?user=lnXp4_kAAAAJ&hl=id
963;Murkhana., SE, MBA ;;FE;https://scholar.google.co.id/citations?view_op=list_works&hl=en&user=H114X_AAAAAJ
964;Nanda Rahmi., S.E., M.Si. ;;FE;https://scholar.google.co.id/citations?user=bAdgzQgAAAAJ&hl=en
965;Nashrillah., S.E., M.M ;Ekonomi, Manajemen dan Bisnis;FE;https://scholar.google.co.id/citations?user=CEtRv4EAAAAJ&hl=id
966;Novi Indriyani Sitepu., S.HI., MA ;;FE;https://scholar.google.co.id/citations?user=tteAdoQAAAAJ&hl=id
967;Nuraini A., Dr., SE., M.Si.Ak ;Accounting, Auditing and Corporate Governance;FE;https://scholar.google.com/citations?user=lJfpF5kAAAAJ&hl=en
968;Nurdasila., Dr., M.M. ;Manajemen Strategik;FE;https://scholar.google.co.id/citations?user=B3LWklgAAAAJ&hl=id&oi=ao
969;Nurhalis., S.E., MM ;;FE;https://scholar.google.co.id/citations?user=e6tDAxUAAAAJ&hl=en
970;Nurma Sari., S.HI., M.E.I ;Islamic law and Economic, Finance;FE;https://scholar.google.co.id/citations?user=yStLH-0AAAAJ&hl=id
971;Putri Bintusy Syathi., SE, MA ;Kebijakan Publik;FE;https://scholar.google.com.my/citations?user=ct7I3QcAAAAJ
972;Rahmawaty., S.E., M.Si.Ak ;;FE;
973;Raida Fuadi., SE.Ak, MM ;;FE;https://scholar.google.co.id/citations?view_op=list_works&hl=en&user=VGhvUqEAAAAJ
974;Ridwan., S.E, MM ;;FE;https://scholar.google.co.id/citations?user=2RqQ22AAAAAJ&hl=en
975;Ridwan Nurdin., SE., MA ;;FE;https://scholar.google.com/citations?user=lkPzrQcAAAAJ&hl=id
976;Riha Dedi Priantana., Dr., SE.Ak, M.Si ;Corporate governance, budgeting, controlling, and cost behavior, as well as strategic management;FE;https://scholar.google.co.id/citations?user=s-ea-EsAAAAJ&hl=en
977;Rita Meutia., Dr., S.E.Ak., M.Si ;Ekonomi, Akuntansi;FE;https://scholar.google.com/citations?hl=id&view_op=list_works&gmla=AJsN-F5ElwiqC_7CdL6zU2daWwdAfVe7dD8VOk8pzAmiWh1SjlrRKK5KHy494b4_W1EmROqfKOGt0DxC3oKB-81t3dOwAahhk63qwUDWZh_DNDELQcBU-G1AZKAtfNjPoeUvHFjirtVk&user=oPZ9mC4AAAAJ
978;Rizki Amalia., SMB, M.A.B ;Pariwisata, pemasaran;FE;https://scholar.google.co.id/citations?user=K2eTqwcAAAAJ&hl=en
979;Rulfah M. Daud., S.E., M.Si ;;FE;https://scholar.google.com/citations?user=mpQzuZ0AAAAJ&hl=en&oi=ao
980;Sayed Mahdi., S.E., M.Ed. ;Management and Higher Education Management;FE;https://scholar.google.co.id/citations?user=iiaNrD4AAAAJ&hl=id
981;Srinita., Dr., S.E., M.Si ;ILMU Ekonomi;FE;https://scholar.google.com/citations?user=1QcSfH4AAAAJ&hl=en&oi=sra
982;Suazhari., S.E. M.Si. A.k ;;FE;https://scholar.google.co.id/citations?user=MIFHtkUAAAAJ&hl=id&oi=ao
983;Suparno., SE.Ak,M.Si ;Akuntansi Sektor Publik, Akuntansi Keuangan dan Auditing;FE;https://scholar.google.com/citations?user=z7dy4jEAAAAJ&hl
984;Syarifah Evi Zuhra., S.E., M.M. ;;FE;https://scholar.google.co.id/citations?user=9i95CLoAAAAJ&hl=en
985;T. Meldi Kesuma., Dr., S.E., M.M ;Islamic Management, Islamic Marketing, Islamic Advertising and Branding.;FE;https://scholar.google.com/citations?hl=id&user=bqIZdsUAAAAJ
986;Weri., S.E., M.A ;Ekonomi Pembangunan;FE;https://scholar.google.co.id/citations?view_op=list_works&hl=en&user=cQYcukgAAAAJ
987;Wida Fadhlia., SE., M.Si.Ak. ;Perpajakan, Akuntansi Keuangan;FE;https://scholar.google.co.id/citations?hl=id&user=QLAYLgEAAAAJ
988;Wirdah Irawati., S.E., M.Sc ;Business and Management,  Marketing, Operation Management, Strategic Management;FE;https://scholar.google.co.id/citations?hl=id&user=ekjxYcEAAAAJ
989;Yurnalis., Dra., M.Ed ;;FE;https://scholar.google.co.id/citations?user=9Grwuh4AAAAJ&hl=en
990;Zaida Rizqi Zainul., S.E., M.Si. ;;FE;https://scholar.google.com/citations?user=UqyIoaMAAAAJ&hl=en&authuser=2
991;Zulkifli., S.E., M.Si ;;FE;https://scholar.google.co.id/citations?user=GJsbWoIAAAAJ&hl=en
992;Rosmaidar., drh., M.Si ;;FKH;https://scholar.google.com/citations?hl=en&view_op=list_works&gmla=AJsN-F6ExWjpr28MNgB-ehKu77hvLjk89VZDS-fse51I_W_ULs59Q7FKiNEJE3mJEjcPuSyUQrwc3SyAkVn-1XUuPW7sOMRl2w&user=H7-2OrIAAAAJ
993;Ainal Hadi., S.H., M.Hum. ;;FH;https://scholar.google.com/citations?user=S3CBrJIAAAAJ&hl=en
994;Andri Kurniawan., S.H, MH ;;FH;https://scholar.google.com/citations?user=zCaNwicAAAAJ&hl=en
995;Bakti., SH, M.Hum ;;FH;https://scholar.google.com/citations?user=9XhCZGgAAAAJ&hl=en
996;Basri., S.H, M.H. ;;FH;https://scholar.google.co.id/citations?user=bP9YQlMAAAAJ&hl=id&authuser=1
997;Basri Effendi., SH., M.Kn., M.H ;Hukum Administrasi Negara;FH;https://scholar.google.co.id/citations?hl=en&user=ouyEkxsAAAAJ
998;Dahlan., Dr., S.H., M.Hum ;;FH;https://scholar.google.co.id/citations?user=WWH5hV4AAAAJ
999;Ilyas., Dr., S.H., M.Hum ;Hukum Perdata;FH;https://scholar.google.co.id/citations?user=e0_UMmkAAAAJ&hl=id
1000;Indra Kesuma Hadi., S.H, M.H ;;FH;https://scholar.google.co.id/citations?hl=en&user=P-61oLcAAAAJ
1001;Intan Munirah., S.H., M.H. ;Hukum Pidana;FH;https://scholar.google.com/citations?user=NohDsNsAAAAJ&hl
1002;Kadriah., S.H, M.Hum ;Hukum Perdata;FH;https://scholar.google.co.id/citations?user=67qmjoQAAAAJ&hl=en&authuser=1
1003;Lena Farsia., S.H., M.H.LLM ;hukum Internasional;FH;https://scholar.google.com/citations?hl=en&user=nM-8eiQAAAAJ
1004;M. Gaussyah., Dr., S.H. M.H. ;Hukum Tata Negara;FH;https://scholar.google.co.id/citations?user=V1bHj7UAAAAJ&hl=en
1005;M. Iqbal., S.H., M.H. ;Criminal Law;FH;https://scholar.google.com/citations?hl=en&user=PyP49HYAAAAJ
1006;M. Nur., Dr., S.H., M.H. ;;FH;https://scholar.google.co.id/citations?user=iayIJmYAAAAJ&hl=en
1007;M. Putra Iqbal., S.H., LLM ;Hukum Internasional;FH;https://scholar.google.co.id/citations?user=7tujSssAAAAJ&hl=en
1008;M. Zuhri., S.H, M.H. ;;FH;https://scholar.google.co.id/citations?user=vsTlb5kAAAAJ&hl=en
1009;Mirja Fauzul Hamdi., SH., MH ;Ilmu Hukum;FH;https://scholar.google.com/citations?user=Qf0hwCYAAAAJ
1010;Muazzin., Dr., S.H., M.H ;;FH;https://scholar.google.co.id/citations?user=7-ykWPQAAAAJ&hl=id&oi=ao
1011;Mukhlis., S.H. M.Hum ;;FH;https://scholar.google.co.id/citations?user=SbkYfX8AAAAJ&hl=en
1012;Mustakim., S.H., M.Hum ;Hukum Waris;FH;https://scholar.google.co.id/citations?user=EiCLgU8AAAAJ
1013;Muzakkir Abubakar., S.H, S.U. ;;FH;https://scholar.google.co.id/citations?user=PyYsnvsAAAAJ&hl=en
1014;Nellyana Roesa., S.H,LL.M ;Hukum Internasional, hukum lingkungan;FH;https://scholar.google.co.id/citations?user=pSvuSnIAAAAJ&hl=en
1015;Nurdin MH., S.H., M.Hum ;Ilmu Hukum;FH;https://scholar.google.com/citations?user=D8akSroAAAAJ&hl=id&scilu=&scisig=AMstHGQAAAAAWdykkaIA-V4K2LmmBRb1okF9ah94W1jC&gmla=AJsN-F5Jtm2YP6xzGtwSj_AH-f-qCBV7tv3q7LPowF2JfCkaDcovVpxwPajV9U0kA3feyOJaA2s9aRcFOmML7Ri80Ii-9AwJL5JmGwtlK8icwrcW2ssd8s82W3EB6Jb4hk
1016;Ria Fitri., SH, M.Hum ;Hukum Agraria;FH;https://scholar.google.co.id/citations?user=s-GlPzkAAAAJ&hl=en
1017;Rismawati., S.H., M.Hum ;;FH;https://scholar.google.co.id/citations?user=h9iLfq8AAAAJ&hl=en&authuser=3
1018;Roslaini Ramli., S.H, MH ;;FH;https://scholar.google.co.id/citations?hl=en&pli=1&user=yJUU-yoAAAAJ
1019;Safrina., S.H, MH, M.EPM ;Hukum dan Kebijakan;FH;https://scholar.google.com/citations?view_op=list_works&hl=en&user=tm_WpY4AAAAJ
1020;Suhaimi., Dr., S.H., M.Hum ;Ilmu Hukum;FH;https://scholar.google.com/citations?user=SN23XsoAAAAJ&hl=id
1021;Susiana., S.H., M.H. ;hukum perdata;FH;https://scholar.google.co.id/citations?hl=en&view_op=list_works&gmla=AJsN-F6HnLvA4GNWoVETS25UWBzGBWaz413lFF3Qx4XiqJJ0FhOtQydTH_RmD5jvZEOGeAOaEhRpv74v_lPm0-PEm-Ze7DmDFZWO5jb56SN3eR2TAWp7AGg&user=walRPIkAAAAJ
1022;Syamsul Bahri., SHI, M.A ;Ilmu Hukum;FH;https://scholar.google.com/citations?hl=en&user=_E8ppywAAAAJ
1023;Tarmizi., S.H., M.Hum. ;;FH;https://scholar.google.co.id/citations?user=vVnCPF8AAAAJ&hl=en
1024;Teuku Saiful., SH., M.Hum ;hukum dan gender;FH;https://scholar.google.com/citations?user=H5oVVq8AAAAJ&hl=en
1025;Wardah., S.H., M.H., LLM ;Hukum Perdata, Hukum Perdagangan Internasional, Hukum Lingkungan, Hukum Hak Asasi Manusia;FH;https://scholar.google.co.id/citations?hl=en&user=2wHybpIAAAAJ
1026;Yanis Rinaldi., Dr., S.H., M.Hum. ;Hukum Lingkungan dan Sumber Daya Alam;FH;https://scholar.google.co.id/citations?user=aurrGDUAAAAJ&hl=id&authuser=1
1027;Zainal Abidin., S.H., M.Si ;;FH;https://scholar.google.co.id/citations?user=WaMb_SAAAAAJ&hl=id
1028;Agus Adria., Ir., M.Sc. ;Medical Electronic, Microelectronic Design and Application, Wireless Sensor Network, and Optoelectronic Design and Application;FT;https://scholar.google.co.id/citations?view_op=list_works&hl=en&user=mr34IgsAAAAJ
1029;Akmal Muhni., S.T., M.T. ;Hidrogeologi;FT;https://scholar.google.com/citations?view_op=list_works&hl=en&user=K82wU2YAAAAJ
1030;Al Bahri., S.ST., M.T. ;Digital Media Technology and Computer;FT;https://scholar.google.co.id/citations?hl=id&user=Z366s30AAAAJ
1031;Alfatirta Mufti., S.T, M.Sc ; control and automation systems, robotics and PLC;FT;https://scholar.google.com/citations?user=4sNa2v0AAAAJ&hl=en
1032;Alfi Salmannur., S.T., M.T. ;;FT;https://scholar.google.co.id/citations?user=NhRGvdYAAAAJ&hl=id&authuser=1
1033;Alfisyahrin., ST, MT ;;FT;https://scholar.google.co.id/citations?user=bATGsmkAAAAJ&hl
1034;Amir Fauzi., ST.M.Sc ;Sumber daya air dan bangunan air;FT;https://scholar.google.co.id/citations?user=sopl3JUAAAAJ&hl=en
1035;Aulia Rahman., ST., M.Sc ;Sistem kendali cerdas, robotika, dan SLAM;FT;https://scholar.google.co.id/citations?hl=en&user=ySRAxEkAAAAJ
1036;Burhan Nasution., S.T. MT ;Arsitektur;FT;https://scholar.google.co.id/citations?hl=id&user=UPQTQWQAAAAJ
1037;Cut Dwi Refika., Dr., S.T.,M. Eng ;Hidrologi;FT;https://scholar.google.co.id/citations?user=ifG4uSMAAAAJ&hl=en
1038;Cut Mutiawati., S.T., MT ;;FT;https://scholar.google.co.id/citations?user=j7S1vKsAAAAJ&hl=en
1039;Cut Zukhrina Oktaviani., Dr., S.T., MT. ;Construction Procurement, Construction Contract;FT;https://scholar.google.com/citations?hl=en&user=uWT_qW0AAAAJ
1040;Dyah Erti Idawati., Dr. Ir., M.T. ;;FT;https://scholar.google.co.id/citations?hl=en&pli=1&user=ehBGklQAAAAJ
1041;Elysa Wulandari., Dr.Ir., M.T. ;Sejarah Arsitektur dan Perkotaan, Ekologi kawasan pesisir;FT;https://scholar.google.co.id/citations?user=-mnhfugAAAAJ&hl=en
1042;Febriyanti Maulina., S.T., MT. ;;FT;https://scholar.google.co.id/citations?hl=id&user=4i8XVOIAAAAJ
1043;Halis Agussaini., Ir., M.T. ;Arsitektur, Kota dan Wilayah;FT;https://scholar.google.co.id/citations?hl=en&user=_LHPTCYAAAAJ
1044;Haqul Baramsyah., S.T., M.Eng.Sc. ;;FT;https://scholar.google.co.id/citations?user=zw_eYL4AAAAJ&hl=en
1045;Hidayat Syah Putra., S.T., M.Sc. ;;FT;https://scholar.google.com/citations?user=fg9szroAAAAJ&hl=en
1046;Husnus Sawab., S.T., M.T. ;;FT;https://scholar.google.com/citations?hl=id&user=E_Hg9UIAAAAJ&view_op=list_works&authuser=2&gmla=AJsN-F6tssBFDv34Qw2gEPjuRDCx48jfI6JVF7hXoLMt8CD1UZZCNeHp3F38ipbUJz9uoo7Uqkz6lvsuk81a_1lnuyQucMzLUQ
1047;Irfandi., S.T., M.T. ;Arsitektur dan Rancang Kota;FT;https://scholar.google.co.id/citations?user=J5J3bCsAAAAJ&hl=en
1048;Irzaidi., Ir., MS.A ;;FT;https://scholar.google.co.id/citations?hl=en&user=PNqeIqEAAAAJ&scilu=&scisig=AMstHGQAAAAAWdxSBcEDQg4gpSVYrYmdVYQsUBuPxMVp&gmla=AJsN-F42Ls5lyma6mK_vTm-w7S63JsSMYMoAfY3LwOP-MYo7AGPCQz7OewSaLShLvIfsNIX2IqpD5zChHCmy4J2677HArhRzf_15COqj6yNG8ZDsKkYfp_o&sciund=1
1049;Izzan Nur Aslam., S.T., M.Eng ;Teknik Pertambangan, Pengolahan Mineral-Batubara, Teknik Kimia, Keselamatan dan Kesehatan Kerja, Dampak Lingkungan;FT;https://scholar.google.com/citations?user=Oj1ylOsAAAAJ&hl=en
